"","group","group_name","seqnames","start","end","strand","name","idx","Log2FC","FDR","MeanDiff"
"6588",1,"C1","16",2333312,2337847,1,"KIFC1L",93,1.08974456696451,4.32012701333798e-07,0.209212296068006
"4037",1,"C1","11",1748817,1748736,2,"LOC112533306",108,1.40036916302596,4.36158421658347e-07,0.571392602985052
"11942",1,"C1","25",2906712,2906845,1,"LOC112530314",210,1.95629240502279,4.36441182865195e-07,0.247973130859413
"11646",1,"C1","24",4595093,4602005,1,"REXO2",150,1.10154609865166,4.47528569937095e-07,0.433107189158569
"15956",1,"C1","33",5566047,5563234,2,"INHBE",240,1.32788932699707,4.47528569937095e-07,0.329890136754162
"10997",1,"C1","22",1415487,1422100,1,"TNFRSF10B",53,1.09015750441903,4.49192419335543e-07,0.222490230948909
"6443",1,"C1","15",11092979,11091732,2,"NA_ENSGALG00000051008",439,1.10706173740203,4.53752657971621e-07,0.403165776811451
"12063",1,"C1","25",3773541,3769137,2,"FCRL4",331,1.20853734819691,4.5992497656504e-07,0.233475686670441
"12149",1,"C1","26",1099146,1102387,1,"UBE2T",59,1.06848167108871,4.60694517040368e-07,0.429702714963359
"10123",1,"C1","2",148890498,148887321,2,"PYCRL",2258,1.03388105438451,4.68741552318619e-07,0.336102407449197
"3469",1,"C1","10",3133530,3113239,2,"SIN3A",130,1.0040898655394,4.74277065344392e-07,0.325302516010548
"7295",1,"C1","18",8974651,8972420,2,"NA_ENSGALG00000041693",258,1.166632379991,4.91744765530354e-07,0.532385587111923
"16256",1,"C1","4",1834030,1837284,1,"CCNB3",86,1.10934947303165,4.93479148138784e-07,0.383880744130775
"20226",1,"C1","6",32458807,32470396,1,"BUB3",777,1.19361716863797,4.97391326890365e-07,0.243733972496883
"11638",1,"C1","24",4426923,4423180,2,"ATP5L",142,1.22934882492554,5.04556972439e-07,0.392646231473584
"11948",1,"C1","25",2949573,2954364,1,"CHRNB2",216,1.2180661169758,5.04556972439e-07,0.17957780652061
"4036",1,"C1","11",1745746,1745667,2,"NA_ENSGALG00000025493",107,1.28931421712371,5.05227099937249e-07,0.412602420823808
"11496",1,"C1","23",6147350,6144924,2,"NA_ENSGALG00000054604",324,1.43182049642598,5.18301307225591e-07,0.218934195005833
"10824",1,"C1","21",4334883,4332422,2,"NA_ENSGALG00000046964",185,1.61122912869679,5.2397988630244e-07,0.403746049255542
"15300",1,"C1","30",1797373,1808363,1,"LOC112530976",132,1.77955685570319,5.37489383639797e-07,0.0363853912344305
"15214",1,"C1","30",542714,546916,1,"NA_ENSGALG00000054646",46,3.24836177126694,5.50115661243115e-07,0.150853570663096
"10859",1,"C1","21",4895882,4903581,1,"CDA",220,1.09143535164601,5.50989042205496e-07,0.277355820800282
"12671",1,"C1","27",6530426,6537350,1,"OSBPL7",268,1.39758325398776,5.51475178973891e-07,0.27161460062135
"7296",1,"C1","18",8976176,8984896,1,"COG1",259,1.24746029518296,5.84197823567676e-07,0.328863517306746
"15216",1,"C1","30",589313,561818,2,"EVI5L",48,1.05370186394331,6.01280263741029e-07,0.230885224463602
"21674",1,"C1","8",25001166,24993120,2,"C8H1orf123",614,1.08970632778443,6.1389136008392e-07,0.253816977691111
"4482",1,"C1","12",1171440,1171519,1,"NA_ENSGALG00000025665",43,1.44041776034382,6.20934764070617e-07,0.414080412311276
"4483",1,"C1","12",1171448,1171520,1,"LOC112533389",44,1.44005462717301,6.20934764070617e-07,0.414780412109328
"4479",1,"C1","12",1170345,1170417,1,"LOC112533387",40,1.51037177074001,6.30228899710063e-07,0.463660914303962
"11705",1,"C1","24",5808918,5795133,2,"TTC12",209,1.18260636987929,6.31582994155546e-07,0.277065947814307
"5867",1,"C1","14",12746237,12743712,2,"NUDT16L1",403,1.12780672746703,6.37052412790121e-07,0.700814328263968
"3441",1,"C1","10",2848816,2852184,1,"COX5A",102,1.22937879967696,6.39741167371375e-07,0.419697866229767
"12434",1,"C1","27",2587358,2459975,2,"NA_ENSGALG00000045960",31,1.54506273780917,6.41125401646318e-07,0.0949633800156831
"18137",1,"C1","5",1132730,1124770,2,"C5H15orf57",109,1.01660190993393,6.45418550424024e-07,0.333760946771729
"6494",1,"C1","15",12872924,12875336,1,"NA_ENSGALG00000008337",490,1.14055729758725,6.49891720628871e-07,0.524724295228003
"8451",1,"C1","2",32611583,32608898,2,"HOXA4",586,1.10214885226942,6.54590331678635e-07,0.356846422199079
"16166",1,"C1","33",7746429,7742132,2,"ZNF385A",450,1.57802069133812,6.54803588836532e-07,0.240795061956643
"12336",1,"C1","26",4272223,4275688,1,"TAF11",246,1.04838095512539,6.64628653157396e-07,0.315707463623284
"3468",1,"C1","10",3110653,3097900,2,"MAN2C1",129,1.0637092087879,6.71329582711245e-07,0.23441958566674
"7311",1,"C1","18",9145603,9143458,2,"TSPAN10",274,1.02477069118814,6.71329582711245e-07,0.386646131787557
"10453",1,"C1","20",9712482,9714009,1,"NA_ENSGALG00000034498",287,1.46184931423074,6.73942389678082e-07,0.294980419858743
"12011",1,"C1","25",3351236,3345282,2,"ILF2",279,1.13136692036082,6.77401808747703e-07,0.400675360014596
"3826",1,"C1","10",18484949,18494592,1,"HACD3",487,1.25155025317244,6.77728299422034e-07,0.284348810459599
"3483",1,"C1","10",3803610,3800164,2,"ISL2",144,1.11212319134681,6.86816669612131e-07,0.519338861094569
"12879",1,"C1","28",1155041,1161700,1,"MFSD12",58,1.0678925132721,6.97935104441065e-07,0.431458643824988
"15578",1,"C1","31",4894763,4897266,1,"LOC769841",277,1.43855277959019,7.13119645683227e-07,0.0914902770533416
"10916",1,"C1","21",6377332,6383361,1,"P3H1",277,1.07442847727422,7.17014732087402e-07,0.272434103882412
"12257",1,"C1","26",2618673,2632975,1,"PFKFB2",167,1.2692450535696,7.17014732087402e-07,0.317429396943502
"15846",1,"C1","33",3297685,3302845,1,"GRASP",130,1.64802284996915,7.17014732087402e-07,0.302617064964146
"3275",1,"C1","1",196396212,196386106,2,"RELT",3275,1.07009967318035,7.2343786313268e-07,0.266387619479396
"11290",1,"C1","23",2412724,2412598,2,"LOC112530234",118,1.1784630783397,7.41205450722114e-07,0.895524538123803
"18094",1,"C1","5",555689,559351,1,"UNC93B1",66,1.21377753173884,7.43460264357644e-07,0.252431691224632
"3361",1,"C1","10",1140124,1167287,1,"NA_ENSGALG00000050452",22,1.97107537610224,7.47638511276861e-07,0.0589390760264703
"10857",1,"C1","21",4890492,4889771,2,"CAMK2N1",218,1.17120938546373,7.53864665607758e-07,0.332211772999938
"11645",1,"C1","24",4592248,4595673,1,"RBM7",149,1.12262401331664,7.54557684435443e-07,0.542819464304605
"3334",1,"C1","1",197480661,197476191,2,"TPP1",3334,1.02830059135633,7.59394117805368e-07,0.410371082187457
"15989",1,"C1","33",6060806,6056546,2,"LOC112530904",273,1.93138012851815,7.60194377452592e-07,0.175221836953012
"15852",1,"C1","33",3350343,3347197,2,"NA_ENSGALG00000054176",136,1.33048794128303,7.63577418189928e-07,0.356524522487091
"18041",1,"C1","5",177604,177136,2,"NA_ENSGALG00000050752",13,1.32070437272411,7.69615416926484e-07,0.529358419952684
"3393",1,"C1","10",1671614,1672374,1,"KIAA0101",54,1.10567993758381,7.71431828859333e-07,0.761468205001257
"15457",1,"C1","31",2443234,2442935,2,"NA_ENSGALG00000051617",156,3.62413315957833,7.94658077268781e-07,0.256727046869103
"15458",1,"C1","31",2445344,2445646,1,"NA_ENSGALG00000047960",157,3.56286826575171,8.1037720311723e-07,0.250678267934923
"10157",1,"C1","2",149465150,149437442,2,"PUF60",2292,1.00225774596354,8.2286780937008e-07,0.210882864926921
"10860",1,"C1","21",4898298,4897133,2,"FAM43B",221,1.19533613199221,8.26501460399713e-07,0.430328834389113
"23810",1,"C1","Z",75444334,76026345,1,"NA_ENSGALG00000049466",1145,2.17930290345819,8.28517392213941e-07,0.0589658735861438
"6279",1,"C1","15",8150942,8161390,1,"NA_ENSGALG00000005885",275,1.14081422185244,8.34444687905721e-07,0.367382955569583
"12773",1,"C1","27",7654604,7655550,1,"HSPB9",370,1.27303923551406,8.70975423123543e-07,0.534497295697895
"21660",1,"C1","8",24744263,24748574,1,"PRPF38A",600,1.00838373852457,8.90268587292931e-07,0.264590109139482
"15844",1,"C1","33",3272217,3278783,1,"ACVRL1",128,1.25330508762583,8.91855568337747e-07,0.195358559823261
"12174",1,"C1","26",1287074,1293880,1,"CSF1",84,1.07883733049046,9.19785994290956e-07,0.359082909020863
"5701",1,"C1","14",6881536,6886510,1,"MLST8",237,1.14411877543068,9.20497963412498e-07,0.357363523617695
"40",1,"C1","1",808401,806034,2,"NA_ENSGALG00000046797",40,2.40195296625565,9.22448394661388e-07,0.18896588059371
"5638",1,"C1","14",5433229,5434805,1,"NA_ENSGALG00000050862",174,1.07529934072984,9.29198944668106e-07,0.391472802592704
"21544",1,"C1","8",20717622,20715240,2,"DPH2",484,1.22087798500898,9.30216991567234e-07,0.466602071241123
"11769",1,"C1","25",386254,383948,2,"PSMB4",37,1.17985065777482,9.30638656068878e-07,0.421373186660486
"20623",1,"C1","7",16299201,16297348,2,"HOXD9",319,1.13015859932262,9.34767290104011e-07,0.464692666154347
"12173",1,"C1","26",1278688,1271991,2,"LOC107050775",83,1.65611542824419,9.41676884854403e-07,0.195948746569544
"5495",1,"C1","14",1360008,1355460,2,"NA_ENSGALG00000049190",31,1.01394451161653,9.65584332745124e-07,0.451441207436032
"12726",1,"C1","27",7192660,7197653,1,"RAPGEFL1",323,1.03264457617723,9.84181454717053e-07,0.457180389478295
"5905",1,"C1","14",13543813,13547615,1,"STUB1",441,1.21898979524545,1.00426873551412e-06,0.362956084065704
"6823",1,"C1","17",5702190,5699487,2,"DOLK",183,1.13275407292298,1.02972578043393e-06,0.315522167414622
"12895",1,"C1","28",1377025,1374946,2,"CTSG",74,1.202853307084,1.05490929401869e-06,0.32916346179107
"15384",1,"C1","31",2328588,2309015,2,"LOC107050551",83,2.3387770636033,1.06640604306858e-06,0.135670714968744
"11906",1,"C1","25",2572769,2568501,2,"PEAR1",174,1.06706196934868,1.07036561283813e-06,0.426199826927416
"21675",1,"C1","8",25001194,25001095,2,"MIR1675",615,1.21113318940794,1.07036561283813e-06,0.687253478481971
"11273",1,"C1","23",2297594,2302162,1,"NA_ENSGALG00000042485",101,1.03708139465352,1.0886451721706e-06,0.405312144158934
"15947",1,"C1","33",5499291,5494962,2,"INPP1",231,1.30764265056384,1.09294545569557e-06,0.243665792506737
"4480",1,"C1","12",1170811,1170881,1,"SNORD69",41,1.47432738627733,1.15333306230294e-06,0.444626774538252
"4481",1,"C1","12",1170811,1170889,1,"NA_ENSGALG00000025603",42,1.47411795502283,1.15333306230294e-06,0.443268238105319
"21545",1,"C1","8",20717728,20722672,1,"ATP6V0B",485,1.11036074343038,1.18384948082272e-06,0.414963152995937
"11026",1,"C1","22",1919840,1915804,2,"TTI2",82,1.1637574103584,1.18402085303168e-06,0.402746350548972
"15217",1,"C1","30",595215,599886,1,"FCER2",49,1.09356062280499,1.18565139300283e-06,0.423624060621019
"12157",1,"C1","26",1158656,1164305,1,"SARS",67,1.07572942047752,1.19001565336141e-06,0.369485122761646
"6263",1,"C1","15",7836307,7819084,2,"PITPNB",259,1.12956047018072,1.20836061363835e-06,0.305353590281749
"15169",1,"C1","30",2134,50,2,"NA_ENSGALG00000047364",1,2.09431065813308,1.23170411131821e-06,0.182239086027336
"4365",1,"C1","11",18520626,18519181,2,"PABPN1L",436,1.70596941194144,1.23726885523388e-06,0.245009952682427
"13162",1,"C1","28",5030693,5034171,1,"LOC420160",341,1.27388939178383,1.24611706051263e-06,0.329524183888539
"5220",1,"C1","13",11081602,11081542,2,"MIR7460",275,1.41953332335766,1.26762758051194e-06,0.898819430947108
"5727",1,"C1","14",7321981,7316394,2,"UBFD1",263,1.21648787720847,1.27262849717769e-06,0.368482463355066
"7887",1,"C1","2",362630,393535,1,"KCNH2",22,1.18298177263554,1.27650537192444e-06,0.20162442419808
"18120",1,"C1","5",766241,785440,1,"DEAF1",92,1.1817957706994,1.28215605112754e-06,0.262502314149658
"11784",1,"C1","25",496498,494021,2,"NA_ENSGALG00000050454",52,1.4339451579116,1.29758036751392e-06,0.0979682315378948
"11495",1,"C1","23",6145221,6136961,2,"LOC107049501",323,1.46502107501163,1.30748302877976e-06,0.161402475017544
"12774",1,"C1","27",7653761,7653224,2,"LOC772158",371,1.24339666204848,1.33547729089649e-06,0.56815823935462
"4794",1,"C1","12",12045885,12045994,1,"NA_ENSGALG00000046827",355,1.12432873081579,1.36320587810958e-06,1.1555200046989
"10915",1,"C1","21",6377167,6372895,2,"NA_ENSGALG00000004800",276,1.07057319951442,1.3896114132305e-06,0.373975622859549
"10922",1,"C1","21",6443949,6426944,2,"NA_ENSGALG00000052799",283,1.04270373093439,1.45198347980192e-06,0.212919399958665
"6377",1,"C1","15",9574470,9572115,2,"DYNLL1",373,1.12706738009192,1.46140759013962e-06,0.409609591613058
"11497",1,"C1","24",12817,30797,1,"NA_ENSGALG00000054248",1,1.41990824798472,1.50127633433403e-06,0.057717108935782
"12656",1,"C1","27",6277279,6280220,1,"HOXB2",253,1.74581565661116,1.50317571485414e-06,0.253107379006199
"12528",1,"C1","27",3690449,3694265,1,"CCDC103",125,1.47489767703803,1.50927967877837e-06,0.288670482795372
"12669",1,"C1","27",6528918,6526159,2,"LRRC46",266,1.5485160813225,1.52363708681568e-06,0.282843846282915
"12772",1,"C1","27",7652243,7646435,2,"KAT2A",369,1.23698909106235,1.5305306044191e-06,0.327012033837577
"38",1,"C1","1",799314,802388,1,"NA_ENSGALG00000053751",38,3.2828644064918,1.58072529147036e-06,0.063707307669256
"15747",1,"C1","33",947823,998153,1,"NA_ENSGALG00000047375",31,3.42311960260192,1.59336141293082e-06,0.055797510247425
"22675",1,"C1","Z",424419,409420,2,"ONECUT2",10,1.05444504427858,1.60729470959582e-06,0.258702353338483
"22490",1,"C1","9",23804524,23806330,1,"SERP1",680,1.07997253092224,1.65042584241968e-06,0.485039165015039
"13065",1,"C1","28",3555101,3554000,2,"NDUFA13",244,1.25692797663785,1.66768288887403e-06,0.548843585893693
"12670",1,"C1","27",6528661,6530620,1,"MRPL10",267,1.56445468658701,1.67723760128401e-06,0.310785311516008
"12620",1,"C1","27",5759636,5784661,1,"SPOP",217,1.19138321842234,1.70844609757486e-06,0.226287888491566
"25",1,"C1","1",395011,392732,2,"ACR",25,1.01200599548978,1.74517161788415e-06,0.162014530883589
"4793",1,"C1","12",12045651,12045713,1,"MIR425",354,1.09696988305942,1.77187288689009e-06,1.12843950840246
"11242",1,"C1","23",1656008,1656514,1,"ATPIF1",70,1.73827696207294,1.78956298731643e-06,0.648404288164765
"13054",1,"C1","28",3488389,3492779,1,"ANKLE1",233,1.03371807548816,1.80082797005673e-06,0.393848775836456
"16630",1,"C1","4",16552918,16556801,1,"C4HXorf56",460,1.0143569517489,1.82773212761663e-06,0.543885365915694
"6826",1,"C1","17",5775799,5788840,1,"DOLPP1",186,1.12501709361395,1.85665950960091e-06,0.33833394025466
"12076",1,"C1","25",3902218,3904457,1,"CFAP126",344,1.24935318416616,1.86130243693616e-06,0.262724275037965
"15709",1,"C1","32",661537,653072,2,"ARHGAP35",70,1.43557575342586,1.87398482751685e-06,0.149648753694004
"13077",1,"C1","28",3705481,3705551,1,"MIR1621",256,1.18358610683121,1.90129324923369e-06,0.477224065904468
"18089",1,"C1","5",533211,526897,2,"TCIRG1",61,1.46412470538931,1.91377012576375e-06,0.329822153844607
"18138",1,"C1","5",1132931,1136917,1,"PCMT1L",110,1.00741623200455,1.9535293946019e-06,0.445117002398002
"12448",1,"C1","27",2831723,2701975,2,"NA_ENSGALG00000049145",45,1.57809039541101,1.99426116994963e-06,0.106339013836873
"11733",1,"C1","25",21,4103,1,"NA_ENSGALG00000050303",1,1.30845533420635,2.01048928065001e-06,0.121685263318015
"12584",1,"C1","27",5196842,5203338,1,"RNF113B",181,1.09797411148724,2.01823174236799e-06,0.312148715978376
"18060",1,"C1","5",273260,269082,2,"PRPF19",32,1.40478881300224,2.03442824410649e-06,0.384751073364354
"12964",1,"C1","28",2523110,2525051,1,"UQCR11",143,1.05154089083971,2.03931405101025e-06,0.363387750391911
"11490",1,"C1","23",6112839,6101988,2,"CCT3",318,2.10657252339674,2.07676702250297e-06,0.0875218985519383
"36",1,"C1","1",795368,793067,2,"NA_ENSGALG00000051631",36,1.62842356857006,2.18150157958047e-06,0.0893585529962189
"13078",1,"C1","28",3706782,3706828,1,"MIR1565",257,1.16380653827622,2.21825846370935e-06,0.4668825905221
"18043",1,"C1","5",189519,182102,2,"LOC107050382",15,1.20598031671215,2.23252648250491e-06,0.2278412470779
"19631",1,"C1","6",10068608,10068961,1,"NA_ENSGALG00000029823",182,1.2693261538024,2.25761618729352e-06,0.724331174867962
"7298",1,"C1","18",8993695,8996331,1,"C17ORF80",261,1.34866457137825,2.32611645284071e-06,0.287448837159317
"22488",1,"C1","9",23791069,23785352,2,"SELENOT",678,1.04753487670885,2.33396377289598e-06,0.219905010049503
"4792",1,"C1","12",12045267,12045325,1,"MIR191",353,1.05693782411409,2.4214969580709e-06,1.06459557116314
"11251",1,"C1","23",1914406,1909543,2,"GPN2",79,1.11696212578316,2.5901117054593e-06,0.240014635342401
"12072",1,"C1","25",3863683,3866845,1,"DUSP23",340,1.34922313541411,2.64907403402135e-06,0.311924270372968
"4791",1,"C1","12",12044086,12043140,2,"NDUFAF3",352,1.09183248766321,2.7009101602105e-06,0.892873549874884
"22294",1,"C1","9",16358585,16358765,1,"LOC112533095",484,1.12519419773837,2.71260519952385e-06,0.838490396812757
"11069",1,"C1","22",2925165,2923619,2,"NKX6-3",125,1.35709476851587,2.83246019686022e-06,0.263651002095553
"12880",1,"C1","28",1160094,1165845,1,"LOC101748203",59,1.0026069402014,2.84444736460473e-06,0.344409738263277
"6873",1,"C1","17",6827457,6819414,2,"TTF1",233,1.12290587141665,2.86825988168158e-06,0.29364136028295
"10663",1,"C1","21",564059,559614,2,"PHF13",24,1.41357380384765,2.87856468752696e-06,0.372804874343819
"2409",1,"C1","1",136262887,136264224,1,"POU3F3",2409,1.09809717231738,2.90477680483159e-06,0.970116974546243
"8459",1,"C1","2",32666093,32662566,2,"HOXA11",594,1.01471739589272,2.96616182825388e-06,0.243468140998203
"4364",1,"C1","11",18514747,18518136,1,"TRAPPC2L",435,1.67562476025886,2.96767182932791e-06,0.263156261648446
"12764",1,"C1","27",7544945,7553226,1,"TTC25",361,1.09987041295107,3.03266169417935e-06,0.328017171823752
"20625",1,"C1","7",16313967,16312439,2,"HOXD11",321,1.26954747546176,3.03266169417935e-06,0.401534169031553
"18091",1,"C1","5",539146,537764,2,"NA_ENSGALG00000054835",63,1.39928595742114,3.09512756292166e-06,0.466883106448212
"7699",1,"C1","19",6029799,6026937,2,"DHRS13",250,1.02200236445997,3.09862723589865e-06,0.467526700363494
"11162",1,"C1","22",5291252,5288368,2,"NA_ENSGALG00000047954",218,1.111123427334,3.1109812499375e-06,0.371756168827169
"11001",1,"C1","22",1507943,1510090,1,"EGR3",57,1.1407757675568,3.13052884707381e-06,0.238838970750309
"12636",1,"C1","27",6001003,6022400,1,"ZNF652",233,1.18389937745065,3.1536335678462e-06,0.277143858240061
"15612",1,"C1","31",5657551,5654354,2,"ZBTB45",311,1.06764084872899,3.19910352495608e-06,0.328961092909187
"4537",1,"C1","12",2704153,2699650,2,"GBP4L",98,1.11282284516131,3.23704945451588e-06,0.288260650917408
"12429",1,"C1","27",2275923,2278771,1,"DAD1",26,1.20800569631641,3.25292824335309e-06,0.244885532752078
"5643",1,"C1","14",5493655,5481753,2,"TOP3A",179,1.04356096081894,3.3345705443483e-06,0.175175613452107
"6012",1,"C1","15",107700,111337,1,"LOC112533499",8,1.28617348818737,3.33596346358487e-06,0.161844182392843
"11200",1,"C1","23",353960,352761,2,"ZNF593",28,1.03299870239033,3.33596346358487e-06,0.420070856465703
"13059",1,"C1","28",3525115,3527452,1,"GTPBP3",238,1.06317002009737,3.50090811413914e-06,0.273551315792263
"9933",1,"C1","2",131154245,131127469,2,"NA_ENSGALG00000047027",2068,1.50933962855076,3.50863683966276e-06,0.0441024258250698
"12916",1,"C1","28",1561863,1566931,1,"DAPK3",95,1.21148974680554,3.5320981788928e-06,0.29388773419496
"6599",1,"C1","16",2456216,2453872,2,"NA_ENSGALG00000049229",104,2.56368442150086,3.54123480856992e-06,0.177424487680895
"7719",1,"C1","19",6419064,6441777,1,"GOSR1",270,1.07491031169856,3.55769193907872e-06,0.142126794014047
"13099",1,"C1","28",3979727,3985653,1,"CRLF1",278,1.00475931981598,3.59606722241331e-06,0.262258402201639
"11491",1,"C1","23",6113703,6120460,1,"LOC107049500",319,2.84261513044125,3.70952481482853e-06,0.0852804091318054
"7690",1,"C1","19",5951177,5951243,1,"LOC112530099",241,1.05528752783382,3.73392129877737e-06,0.732953566439376
"23",1,"C1","1",387604,383297,2,"NME6",23,1.25541678417555,3.74158477729885e-06,0.199116867987117
